Time,Te,Ghs,Dfs,Ws,Wd,RH
2400,12.78,425.8,105.7,3.44,333,77.19
2401,12.95,432.5,110.3,3.86,298.75,75.98
2402,12.86,394.65,104.75,4.62,303.85,76.95
2403,12.84,310.8,86.95,4.47,329.65,77.55
2404,12.62,182.7,85.8,3.81,322.5,78.2
2405,12.35,100.55,94.35,2.75,293.05,79.33
2406,12.31,108.65,101.5,2.72,298.95,79.71
2407,12.25,102.75,96.1,3.29,320.05,80.2
2408,12.17,106.3,94.25,2.79,303.9,80.2
2409,12.38,143.85,96.1,2.35,304.9,78.99
2410,12.56,120.08,75.14,2.83,289.7,78.88
2411,12.48,97.52,52.93,2.87,278.7,79.08
2412,12.56,110.15,46.86,2.47,313.8,78.43
2413,12.34,85.72,42.08,3.1,320.75,79.79
2414,11.97,65.62,37.16,3.97,318.55,81.2
2415,11.72,47.95,31.13,4.33,306.25,82.05
2416,11.49,33.27,24.22,3.6,269.95,83.1
2417,11.32,20.7,16.57,2.24,244.35,83.8
2418,11.06,10.39,9.03,2.14,259.55,84.8
2419,10.75,4,3.56,2.4,279.1,86.1
2420,10.49,1.27,0.92,2.3,276.4,86.9
2421,10.3,0.51,0.21,2.21,269.25,87.4
2422,10.13,0.47,0.17,1.91,263.35,88
2423,9.96,0.46,0.17,1.41,264.2,88.8
2424,9.84,0.46,0.17,1.37,281.45,89.1
2425,9.67,0.45,0.17,2.19,313.55,89.4
2426,9.46,0.46,0.17,1.88,267.95,90.3
2427,9.23,0.46,0.17,1.09,235.15,91.25
2428,9.09,0.45,0.17,1.18,279.2,91.7
2429,9.05,0.44,0.17,1.07,303.25,91.85
2430,8.86,0.45,0.17,1.18,292.65,92.45
2431,8.55,0.45,0.17,1.02,150.41,93.4
2432,8.17,0.45,0.17,0.58,92.56,94.4
2433,7.91,0.45,0.17,0.55,225,95.3
2434,7.73,0.44,0.17,0.56,301.65,96.05
2435,7.67,0.42,0.17,0.93,271.8,96.1
2436,7.29,0.41,0.17,1.23,208.85,96.65
2437,6.88,0.41,0.17,1.06,169.6,97.3
2438,6.74,0.39,0.17,0.78,135.15,97.65
2439,6.47,0.37,0.17,0.6,70.68,98.15
2440,6.17,0.35,0.17,0.67,101.52,98.6
2441,6.01,0.36,0.17,0.54,152.55,99
2442,5.87,0.36,0.17,0.55,141.65,98.8
2443,5.51,0.35,0.17,0.67,108.15,98.95
2444,5.14,0.35,0.17,0.66,104.4,99.45
2445,5.12,0.35,0.17,0.93,146.4,99.7
2446,5.24,0.35,0.17,1.08,138.6,99.9
2447,5.15,0.35,0.17,1.07,142.85,100
2448,5.17,0.35,0.17,0.94,141.15,100
2449,5.25,0.35,0.17,0.94,149.1,100
2450,5.29,0.35,0.17,1.02,153.3,100
2451,5.46,0.36,0.17,0.92,148.3,100
2452,5.61,0.36,0.17,1.02,191.75,100
2453,5.74,0.35,0.17,1.35,199.85,100
2454,5.91,0.35,0.17,1.32,181.4,100
2455,6.07,0.36,0.17,1.3,186.55,100
2456,6.24,0.37,0.17,1.19,182.9,100
2457,6.33,0.37,0.17,0.91,185.95,100
2458,6.34,0.37,0.17,0.78,192.45,100
2459,6.36,0.37,0.17,0.78,203.8,100
2460,6.41,0.39,0.17,0.71,233.1,100
2461,6.45,0.39,0.17,0.33,229.5,100
2462,6.47,0.37,0.17,0.28,176.5,100
2463,6.48,0.38,0.17,0.47,133.05,100
2464,6.48,0.39,0.17,0.36,192.45,100
2465,6.47,0.39,0.17,0.23,223.25,100
2466,6.43,0.38,0.17,0.46,208.05,100
2467,6.41,0.38,0.17,0.47,117.22,100
2468,6.42,0.39,0.17,0.39,124.07,100
2469,6.34,0.4,0.17,0.56,249.6,100
2470,6.24,0.41,0.17,0.52,245.9,100
2471,6.18,0.39,0.17,0.45,246.45,100
2472,6.12,0.38,0.17,0.45,220.35,100
2473,6.03,0.38,0.17,0.49,181.75,100
2474,5.85,0.38,0.17,0.59,197.65,100
2475,5.66,0.39,0.17,0.61,227.25,100
2476,5.53,0.38,0.17,0.78,253.25,100
2477,5.41,0.37,0.17,1.13,267.85,100
2478,5.26,0.37,0.17,1.34,262.35,100
2479,5.14,0.36,0.17,1.15,212.45,100
2480,5.08,0.36,0.17,0.69,206.7,100
2481,5.06,0.38,0.2,0.5,245.85,100
2482,5.04,0.9,0.66,0.43,218.05,100
2483,5.02,2.71,2.34,0.24,217.95,100
2484,5.04,6.61,6.13,0.2,247.75,100
2485,5.08,12.05,11.42,0.37,258.1,100
2486,5.12,17.95,17.19,0.66,266.4,100
2487,5.17,23.69,22.77,0.7,265.3,100
2488,5.3,33.16,32.14,0.53,227.05,100
2489,5.41,40.89,39.82,0.69,196.45,100
2490,5.36,45.45,44.45,1.38,210.15,100
2491,5.25,53.23,52.24,1.74,198.5,100
2492,5.15,68.1,67.08,1.81,186.65,100
2493,5.05,87.26,86.14,1.82,199.05,100
2494,5.11,99.7,98.3,1.47,215.35,100
2495,5.34,107.65,106.1,1.07,235,100
2496,5.41,124.05,122.2,1.15,237.85,100
2497,5.39,145.8,143.55,1.2,188.55,99.95
2498,5.52,156.6,154.55,0.68,233.75,99.75
2499,5.74,171,168.75,0.33,282.15,99.35
2500,6.1,185.45,183.35,0.4,270.75,98.55
2501,6.23,187.75,186.15,0.76,282.7,97.7
2502,6.46,272.75,241.6,0.62,281.7,96.75
2503,7.03,303.05,266.9,0.62,282.3,94.65
2504,7.31,301.35,261.75,0.96,268.8,92.7
2505,7.34,325.9,261.1,1.18,144.31,92.65
2506,7.54,344.05,205.8,1.1,12.24,92.55
2507,7.9,376,152.65,0.81,178.43,91.3
2508,8.26,437.9,101.5,0.8,188.29,89.15
2509,9.03,520.05,68.84,0.66,34.19,85.65
2510,9.72,538.45,59.72,0.81,35.78,85.15
2511,10.1,558.85,53.88,0.8,98.84,84.1
2512,11.07,570.65,51.76,0.57,250.95,80.15
2513,11.41,574.9,50.97,0.82,180.35,80.8
2514,11.49,582.95,50.69,0.71,181.01,79.39
2515,12.14,596.25,50.5,0.74,327.4,75.9
2516,12.19,610.3,51.86,1.18,321.85,76.61
2517,12.03,623.7,58.24,1.31,230.2,77.74
2518,12.62,634.6,64.7,1.04,199.15,75.95
2519,13.08,643.25,65.27,1.11,273.55,74.08
2520,13.29,644.8,64.02,1.33,236.9,73.52
2521,13.68,645.4,60.87,1.39,235.3,73.27
2522,13.7,651.9,56.97,1.97,162.57,73.07
2523,13.78,655.6,55.14,2.19,176.27,71.16
2524,14.14,649,55.39,1.98,312.4,69.6
2525,14.39,635.85,57.31,1.91,160.88,68.79
2526,14.78,624.8,56.7,1.79,166.98,66.15
2527,15.13,618,53.06,1.57,165.67,64.44
2528,15.26,607.9,50.75,1.81,150.67,64.52
2529,15.65,600.2,49.94,2.15,313.75,63.69
2530,16.04,598.75,49.97,1.81,332.75,61.14
2531,16.18,594.2,51.33,2.2,171.11,60
2532,16.21,589.9,54.55,2.59,159.21,60.31
2533,16.36,589.1,58.41,2.44,319.1,58.73
2534,16.68,588.75,58.45,2.55,303.8,58.58
2535,16.83,584.55,57.86,2.42,305.8,57.4
2536,16.93,574.05,61.83,2.43,307.4,55.63
2537,16.95,527.1,70.45,2.76,308.45,56.67
2538,16.86,446.6,83.34,2.79,332.6,57.22
2539,16.63,364.65,100,2.9,322.75,59.55
2540,16.41,418.85,113.5,3.18,286.8,61.54
2541,16.67,513.05,129.85,3.25,264.15,60.81
2542,16.64,421.15,154.15,3.15,287.45,61.14
2543,16.33,343.95,172,2.8,291.05,61.22
2544,16.47,353.95,179.95,2.58,269.65,59.57
2545,16.53,325.35,178.35,2.53,288.5,59.35
2546,16.3,270.25,165.4,2.51,304.9,60.96
2547,16.07,224.6,147.7,2.66,303.35,62.62
2548,15.78,192.15,135.05,2.91,307.4,65.12
2549,15.52,174.45,128.6,3.1,322.4,66.81
2550,15.44,178,122.5,2.81,316.85,67.04
2551,15.52,185,115.2,2.2,298.6,66.33
2552,15.55,163.9,106.9,2.16,290.4,66.38
2553,15.36,122.95,96.2,2.25,271.05,67.71
2554,15.13,96.1,85.55,2.25,264.65,69.06
2555,14.96,81.94,74.88,2.31,279.8,70.22
2556,14.77,71.01,60.68,2.37,315.3,71.11
2557,14.48,56.63,45.57,2.21,310.1,72.38
2558,14.08,43.34,34.17,2.25,274.7,74.01
2559,13.67,32.07,25.73,2.43,275.1,75.39
2560,13.3,21.18,18.33,1.97,276.25,76.4
2561,13.02,13.98,11.97,1.57,295.6,76.9
2562,12.81,8.2,6.96,1.39,300,77.48
2563,12.62,3.84,3.35,1.25,297.8,78.25
2564,12.37,1.45,1.14,1.26,318.1,79.35
2565,12.01,0.6,0.27,1.36,318.45,80.55
2566,11.61,0.5,0.17,1.18,274.1,82.3
2567,11.23,0.5,0.17,0.64,248.1,84.25
2568,10.86,0.5,0.17,0.23,219.9,86
2569,10.45,0.49,0.17,0.1,167.15,87.7
2570,10.03,0.47,0.17,0.3,150.45,89.2
2571,9.83,0.43,0.17,0.33,156.55,90
2572,9.7,0.41,0.17,0.39,146.25,90.3
2573,9.51,0.42,0.17,0.58,148.3,90.8
2574,9.26,0.42,0.17,0.72,153.4,91.2
2575,8.93,0.4,0.17,0.57,118,92
2576,8.58,0.38,0.17,0.43,109.8,93.35
2577,8.33,0.37,0.17,0.72,132.3,93.9
2578,8.21,0.36,0.17,0.74,126.85,93.85
2579,7.97,0.36,0.17,0.61,75.95,94.2
2580,7.75,0.36,0.17,0.57,60.22,94.55
2581,7.5,0.36,0.17,0.5,69.39,95.3
2582,7.22,0.36,0.17,0.45,92.35,96
2583,6.91,0.35,0.17,0.51,130.75,96.25
2584,6.61,0.35,0.17,0.71,102.11,96.6
2585,6.35,0.34,0.17,0.75,90.61,97.1
2586,6.09,0.35,0.17,0.56,121.8,97.4
2587,5.95,0.35,0.17,0.47,102.6,97.5
2588,5.7,0.34,0.17,0.42,88.85,97.6
2589,5.37,0.34,0.17,0.47,85.3,98
2590,5.28,0.35,0.17,0.65,95.6,98.5
2591,5.33,0.35,0.17,0.76,107.15,98.6
2592,5.25,0.34,0.17,0.78,94.6,98.65
2593,5.11,0.34,0.17,0.74,96.05,98.75
2594,5.06,0.34,0.17,0.82,94.55,98.8
2595,5.03,0.34,0.17,0.87,118.25,99
2596,4.97,0.35,0.17,0.68,118.7,99.1
2597,4.9,0.35,0.17,0.62,99.35,99.15
2598,4.81,0.34,0.17,0.62,96.7,99.2
2599,4.73,0.34,0.17,0.69,85.25,99.35
2600,4.82,0.34,0.17,0.61,89.3,99.55
2601,4.89,0.34,0.17,0.53,88.85,99.55
2602,4.73,0.34,0.17,0.6,87.4,99.5
2603,4.53,0.34,0.17,0.58,98.65,99.5
2604,4.28,0.34,0.17,0.56,112.05,99.5
2605,4.01,0.34,0.17,0.43,97.19,99.55
2606,3.76,0.34,0.17,0.38,75.22,99.7
2607,3.59,0.34,0.17,0.45,102.63,99.85
2608,3.57,0.34,0.17,0.48,113.65,99.95
2609,3.39,0.34,0.17,0.51,90.8,100
2610,3.25,0.34,0.17,0.53,105.55,100
2611,3.31,0.34,0.17,0.46,126.25,100
2612,3.44,0.34,0.17,0.6,112.35,100
2613,3.62,0.34,0.17,0.63,103.95,100
2614,3.8,0.34,0.17,0.62,122.05,100
2615,3.96,0.34,0.17,0.79,125.1,100
2616,3.98,0.34,0.17,0.66,121.35,100
2617,3.87,0.34,0.17,0.83,159.15,100
2618,3.77,0.34,0.17,1.1,163.15,100
2619,3.83,0.34,0.17,0.91,138.5,100
2620,3.71,0.34,0.17,0.7,145.3,100
2621,3.56,0.34,0.17,0.51,147.05,100
2622,3.49,0.34,0.17,0.2,89.58,100
2623,3.25,0.34,0.17,0.15,185.87,100
2624,3.07,0.34,0.17,0.2,181.01,100
2625,3.05,0.51,0.28,0.27,62.96,100
2626,2.98,1.37,1.07,0.34,82.74,100
2627,2.73,3.31,2.92,0.28,132.64,100
2628,2.55,5.74,5.27,0.29,184.4,100
2629,2.39,8.94,8.39,0.52,159.35,100
2630,2.33,15.03,14.3,0.61,159.05,100
2631,2.56,24.33,23.39,0.42,153.25,100
2632,2.81,34.08,32.99,0.62,147.15,100
2633,3.04,51,49.79,0.88,144.7,100
2634,3.24,64.99,63.64,1.14,139.85,100
2635,3.41,79.44,77.72,1.44,140.65,100
2636,3.55,94.95,92.95,1.35,142.45,100
2637,3.66,109.6,107.25,1.45,127.45,100
2638,3.83,126.05,123.6,1.48,112.35,100
2639,4.16,136.1,134,1.11,112.75,100
2640,4.54,148,146.15,0.88,118.95,100
2641,4.92,145.3,143.6,0.66,113.5,100
2642,5.23,139.05,137,0.54,51.52,100
2643,5.53,148.55,146.15,0.55,37.85,100
2644,5.81,156.4,153.95,0.6,207.08,100
2645,5.98,144,141.35,0.66,173.33,100
2646,6.06,152.05,149.05,0.83,26.94,100
2647,6.22,197.2,194,0.65,58.41,100
2648,6.65,229.75,226.4,0.28,77.15,100
2649,7.11,210.45,206.8,0.35,193.8,100
2650,7.31,193.55,189,0.57,225.45,100
2651,7.39,229.55,223.75,0.65,84.64,100
2652,7.54,230.2,224.7,0.47,48,100
2653,8.02,248.4,242.45,0.35,116.35,100
2654,8.4,321.1,306.95,0.55,155.6,100
2655,8.67,443.15,291.75,0.82,83.14,99.5
2656,9.27,533.65,254.95,0.97,170.8,97.2
2657,9.82,527.55,224.6,1.25,179.29,93.75
2658,10.53,557.95,148.9,0.97,173.35,88.7
2659,11.72,595.4,113.35,0.63,302.05,84.1
2660,12.45,573.6,123.45,1.13,315.85,83.3
2661,12.52,590.1,135.7,1.84,335.55,82.7
2662,12.52,592.7,184.6,2.45,326.65,82.5
2663,12.51,514.35,210.9,2.12,327.6,82.85
2664,12.69,558.45,180.7,2.25,333.55,81.5
2665,13.03,606.65,176.3,2.75,330.55,79.99
2666,13.3,599.9,189.95,2.48,320.9,77.34
2667,13.56,595.95,182.7,2.34,277.05,74.46
2668,13.98,523.6,173.3,2.1,253.55,72.23
2669,13.99,443.45,163.3,2.2,299.4,70.71
2670,13.95,509.25,146.65,2.87,300.05,69.33
2671,14.23,610.5,170.9,3.2,254.35,67.48
2672,14.61,607.85,206.05,3.13,139.85,67.54
2673,14.76,541.95,187.1,3.49,169.85,67.37
2674,14.58,432.5,182.5,3.66,301,67.4
2675,14.43,403.25,193.75,4.04,305.2,66.8
2676,14.3,360.4,197.45,4.54,308.2,66.29
2677,14.05,264.75,196.65,4.46,282.7,67.29
2678,13.88,275.7,199.65,4.34,261.5,67.42
2679,13.86,259.6,197.6,4.33,294.15,67.02
2680,13.71,199.35,176.1,4.49,291.6,66.61
2681,13.49,185.4,161.65,4.5,273.35,67.48
2682,13.29,179.2,168.05,4.21,278.3,68.28
2683,13.44,298.95,175.25,4.37,268.2,66.82
2684,13.62,301.1,167.45,4.32,260.95,66.68
2685,13.42,183.5,158.95,4.19,255.15,68.72
2686,13.14,169.2,148.95,4.14,255.55,69.9
2687,13.26,296.65,146.35,4.07,260.5,68.79
2688,13.48,358.45,149.5,4.46,256.5,68.62
2689,13.32,228.2,153.25,3.99,264.6,70.03
2690,13.25,235.05,159.95,3.63,267.6,69.44
2691,13.36,293.8,153.5,3.82,302.95,68.97
2692,13.24,265.35,143.25,3.71,292.6,68.8
2693,13.23,248.9,140.3,3.78,256.35,67.16
2694,13.28,190,122.45,3.8,271.35,66.76
2695,13.14,152.4,108.3,3.59,281.65,63.79
2696,13.16,180.6,95.75,4,295.25,56.79
2697,13.31,190.55,79.51,4.11,306.75,53.36
2698,13.38,174.25,69.03,3.56,312.8,53.28
2699,13.27,143.5,60.9,3.65,296.15,54.15
2700,13.02,114.6,54.6,3.89,275.95,55.89
2701,12.75,84.17,48.12,4.07,276.7,58.07
2702,12.5,56.2,39.97,4.08,284.15,60.23
2703,12.25,36.16,30.26,3.74,283.25,62.27
2704,11.99,23.23,20.69,3.47,284.8,64.2
2705,11.72,14.15,12.92,3.21,293,66.24
2706,11.42,7.51,6.97,3,286,68.35
2707,11.12,3.45,3.06,3.04,276.75,70.38
2708,10.87,1.29,0.96,3.2,296.65,72.65
2709,10.62,0.57,0.24,3.64,297.65,76.46
2710,10.27,0.5,0.17,4.02,274.15,79.65
2711,9.91,0.49,0.17,3.68,272.25,80.6
2712,9.64,0.46,0.17,3.13,278.25,81.55
2713,9.39,0.46,0.17,2.88,276.05,82.5
2714,9.16,0.46,0.17,2.55,272.7,83.1
2715,8.96,0.44,0.17,2.23,285.65,83.8
2716,8.73,0.42,0.17,2.5,286,84.45
2717,8.52,0.41,0.17,2.79,280,84.65
2718,8.31,0.42,0.17,2.39,307.6,85.2
2719,8.04,0.4,0.17,1.99,306.85,85.95
2720,7.83,0.39,0.17,1.73,280.65,86.1
2721,7.75,0.4,0.17,1.38,275.15,86.05
2722,7.7,0.41,0.17,1.34,258.3,85.6
2723,7.68,0.41,0.17,1.38,251.15,85.1
2724,7.59,0.4,0.17,0.97,215.6,85.9
2725,7.15,0.4,0.17,0.8,156.3,88.7
2726,6.64,0.38,0.17,1.14,145.45,90.55
2727,6.36,0.36,0.17,1.36,145.2,90.9
2728,6.35,0.36,0.17,1.42,151.05,90.75
2729,6.45,0.37,0.17,1.08,155.6,90.15
2730,6.38,0.37,0.17,0.79,153.4,90.75
2731,6.15,0.36,0.17,0.64,121.05,91.8
2732,5.79,0.36,0.17,0.54,80.75,92.9
2733,5.54,0.36,0.17,0.6,91.8,93.7
2734,5.46,0.35,0.17,0.55,143.25,94
2735,5.36,0.35,0.17,0.67,219.5,94.7
2736,5.65,0.35,0.17,1.11,265.15,94.35
2737,6.31,0.36,0.17,1.44,228.3,92.3
2738,6.31,0.36,0.17,1.14,213.8,92.1
2739,6.14,0.36,0.17,1.05,249.1,93
2740,6.38,0.35,0.17,1.36,245.75,92.6
2741,6.26,0.36,0.17,1.38,243.55,92.75
2742,6.37,0.37,0.17,1.27,233.5,92.65
2743,6.71,0.38,0.17,1.16,215.5,92.3
2744,6.82,0.37,0.17,1.29,256,92.15
2745,7.16,0.37,0.17,2.17,278.1,90.6
2746,7.49,0.38,0.17,2.57,255.3,89.1
2747,7.63,0.38,0.17,2.28,259.65,88.5
2748,7.7,0.38,0.17,2.15,280.05,88.05
2749,7.7,0.39,0.17,1.62,265.45,88.2
2750,7.62,0.39,0.17,1.01,227.1,88.5
2751,7.58,0.4,0.17,0.71,208.75,88.85
2752,7.52,0.4,0.17,0.7,225.1,89.7
2753,7.41,0.41,0.17,0.95,217.25,90.6
2754,7.35,0.42,0.17,1,216.45,90.5
2755,7.42,0.42,0.17,1.07,260.15,89.35
2756,7.58,0.43,0.17,1.7,273.95,88.45
2757,7.68,0.43,0.17,2.07,276.5,88.3
2758,7.67,0.43,0.17,2.06,279.2,88.4
2759,7.65,0.43,0.17,2.34,278.9,88.35
2760,7.67,0.43,0.17,2.36,271.45,88.35
2761,7.68,0.44,0.17,2.3,285.2,88.3
2762,7.68,0.45,0.17,2.4,279.2,88.05
2763,7.7,0.46,0.17,2.54,258.7,87.95
2764,7.72,0.44,0.17,2.53,278.55,87.9
2765,7.75,0.41,0.17,2.36,298.1,87.45
2766,7.8,0.39,0.17,2.11,299.35,87
2767,7.85,0.41,0.17,2.11,290.65,86.75
2768,7.9,0.43,0.17,2.48,274.75,86.45
2769,7.95,0.46,0.18,2.4,270.95,86.5
2770,7.96,0.83,0.52,1.97,256.5,86.9
2771,7.92,2.91,2.52,1.7,229.1,87.25
2772,7.9,6.73,6.25,1.9,247.8,87.4
2773,7.91,8.45,7.9,2.23,263.15,87.4
2774,7.92,10.47,9.84,2.38,277.55,87.35
2775,7.94,16.88,16.04,2.35,267.8,87.3
2776,8,20.39,19.41,2.31,251.15,87.2
2777,8.06,24.52,23.46,2.49,272.15,87.1
2778,8.14,32.15,30.95,2.64,268.05,86.75
2779,8.19,41.55,40.15,2.71,263,86.55
2780,8.22,51.1,49.41,2.8,270.25,86.85
2781,8.24,50.55,48.82,2.8,269.1,87.15
2782,8.3,51.4,49.71,2.58,270.05,87.35
2783,8.33,66.23,64.29,2.77,261.6,88
2784,8.35,83.29,81.1,2.93,259.6,88.7
2785,8.37,82.22,79.87,2.88,271,88.85
2786,8.38,76.26,73.89,2.91,260.7,89
2787,8.44,85.94,83.47,3.1,265.5,88.9
2788,8.5,84.01,81.57,3.52,279.5,88.5
2789,8.58,82.27,79.82,3.29,270.05,88.1
2790,8.68,96.45,93.95,2.94,270.15,87.8
2791,8.73,106.2,103.55,2.85,297.55,87.45
2792,8.73,102.6,99.9,3.01,286.6,87.35
2793,8.77,100.35,97.5,3.34,260.05,87.2
2794,8.79,101.6,98.5,3.64,263.6,86.8
2795,8.83,102.55,99.55,3.33,268.1,86.2
2796,8.95,116.95,113.7,2.82,274.2,85.4
2797,9.03,138.25,134.85,3.28,306.55,84.5
2798,9.07,157.7,153.5,3.65,296.85,83.8
2799,9.13,183.85,178.8,3.87,272.75,83.75
2800,9.28,233.9,227.4,3.97,293.8,82.85
2801,9.52,263.45,255.85,3.86,288.75,81.55
2802,9.72,265.15,256.8,3.91,276.5,80.8
2803,9.96,272.4,262.75,3.85,277,78.75
2804,10.09,241.65,234.7,3.89,299.6,77.15
2805,10.1,206.4,201,4,301.1,76.96
2806,10.22,250.1,242.55,4.27,309.05,76.04
2807,10.33,255.4,248.15,4.5,304.05,75.38
2808,10.26,227.1,220.4,4.53,282.5,76.29
2809,10.2,233.65,226.6,4.16,296.6,76.5
2810,10.23,225.05,218,3.86,303.3,76.35
2811,10.24,235.7,228.45,4.03,283.8,77.51
2812,10.26,235.9,229.45,4.01,272.55,78.04
2813,10.2,196.3,191.15,3.84,298.05,78.04
2814,10.2,205.65,200.5,3.56,328.4,76.66
2815,10.41,286.35,279.5,3.66,326.95,74.12
2816,10.64,277.2,270,4.01,323.05,72.02
2817,10.69,224.05,216.8,4.32,324.85,69.31
2818,10.69,239.9,230.5,4.81,326.95,68.14
2819,10.82,283.9,269.95,4.46,324.25,67.29
2820,10.91,295.95,283.1,4,317.2,66.65
2821,10.81,229.6,221.85,4.07,306.45,69.8
2822,10.59,191.75,184.25,4.18,293.5,72.09
2823,10.63,228.35,219.4,3.77,294.85,69.87
2824,10.77,197.5,190.4,3.99,284.45,68.09
2825,10.64,127.7,124,4.38,293.5,69.91
2826,10.61,187.9,179.35,4.01,319.05,69.67
2827,10.8,251.9,230.4,4.15,317.55,66.68
2828,10.82,176.95,160.95,4.16,296.95,67.51
2829,10.61,154.1,128.7,4.22,281.5,69.71
2830,10.72,216.45,159.8,4.01,290.4,69.36
2831,10.83,159.85,126.2,3.55,311.85,69.95
2832,10.68,85.45,83.15,3.45,294.85,70.59
2833,10.67,101.95,98.15,3.27,290.35,70.34
2834,10.7,117.5,108.55,3.93,296.65,70.11
2835,10.69,103.55,96,4.16,286.9,69.52
2836,10.71,90.45,87.9,3.46,305.5,68.86
2837,10.75,105.25,99.7,3.74,319.15,66.92
2838,10.68,144.8,105.75,4.25,334.05,64.32
2839,10.82,196,83.84,4.25,323.55,61.98
2840,11.06,209.6,62.83,4.17,148.73,60.74
2841,10.98,187.6,57.56,3.97,152.92,60.44
2842,10.81,157.25,55.91,4.23,303.7,60.36
2843,10.64,129.5,53.7,4.47,318.05,60.35
2844,10.53,113.5,50.82,3.96,338.05,60.94
2845,10.43,93.45,47.11,4.08,319.75,61.55
2846,10.22,71.88,40.98,4.14,300.25,61.68
2847,10.05,53.37,34.15,3.13,304.75,61.97
2848,9.9,36.41,26.96,2.42,313.7,62.97
2849,9.65,22.59,19.21,2.64,332.35,64.58
2850,9.3,13.12,12.1,2.5,335.1,66.18
2851,8.9,6.82,6.37,2.08,324.2,67.84
2852,8.58,2.78,2.44,1.32,227.15,69.31
2853,8.4,0.87,0.59,0.57,227.2,70.07
2854,8.41,0.4,0.17,1.41,325.5,69.75
2855,8.31,0.38,0.17,1.93,327.9,70.24
2856,8.09,0.38,0.17,1.24,297.25,71.28
2857,8.01,0.37,0.17,1,273.15,72.12
2858,7.78,0.36,0.17,0.99,292.35,73.2
2859,7.48,0.35,0.17,0.91,272.9,74.89
2860,7.18,0.34,0.17,0.97,268.2,76.4
2861,6.99,0.35,0.17,1.09,240.7,77.49
2862,6.79,0.35,0.17,0.84,233.3,79.03
2863,6.48,0.35,0.17,0.58,191.65,81.09
2864,6.06,0.35,0.17,0.49,106.8,83.15
2865,5.52,0.34,0.17,0.5,60.19,84.25
2866,4.94,0.34,0.17,0.75,90.39,86.9
2867,4.37,0.34,0.17,0.74,125.7,89.1
2868,4.06,0.34,0.17,0.61,86.6,89.3
2869,3.8,0.34,0.17,0.61,128.4,90.5
2870,3.59,0.34,0.17,0.67,119.22,91.55
2871,3.26,0.34,0.17,0.86,100.72,92.45
2872,3.12,0.34,0.17,0.79,128.3,92.7
2873,3.14,0.34,0.17,0.76,121.45,92.6
2874,2.97,0.34,0.17,0.94,108.8,92.9
2875,2.84,0.34,0.17,0.68,121.15,93.1
2876,2.7,0.34,0.17,0.64,132.35,93.15
2877,2.5,0.34,0.17,0.87,103.93,93.35
2878,2.37,0.34,0.17,0.97,95.12,93.85
2879,2.37,0.34,0.17,0.93,93.69,94.05
2880,2.33,0.34,0.17,0.74,105.28,94.2
2881,2.23,0.34,0.17,0.88,121.25,94.55
2882,2.15,0.34,0.17,0.88,108.2,94.8
2883,2.08,0.34,0.17,0.71,95.6,94.8
2884,1.95,0.34,0.17,0.78,80.65,95
2885,1.83,0.34,0.17,0.85,99.1,95.4
2886,1.74,0.34,0.17,0.84,103,95.75
2887,1.63,0.34,0.17,0.8,108.8,95.9
2888,1.47,0.34,0.17,0.91,124,96.05
2889,1.31,0.34,0.17,0.77,124.1,96.2
2890,1.13,0.34,0.17,0.5,141.5,96.45
2891,1.04,0.34,0.17,0.56,130.55,96.9
2892,0.94,0.34,0.17,0.98,112.85,97.05
2893,0.89,0.34,0.17,1.16,112.25,96.95
2894,1,0.34,0.17,1.09,92.78,97
2895,1.05,0.34,0.17,0.79,116.69,97.05
2896,1.12,0.34,0.17,0.55,142.8,97
2897,1.1,0.34,0.17,0.81,118.2,97
2898,0.97,0.34,0.17,0.99,116.95,97.1
2899,0.91,0.34,0.17,1.15,131.85,97.15
2900,0.8,0.34,0.17,0.94,139.75,97.2
2901,0.46,0.34,0.17,0.78,128.45,97.6
2902,0.26,0.34,0.17,0.97,130.4,98.15
2903,0.22,0.34,0.17,0.89,134.15,98.4
2904,0.15,0.34,0.17,0.7,98,98.45
2905,0.01,0.34,0.17,0.51,103.1,98.55
2906,-0.13,0.34,0.17,0.62,116.35,98.75
2907,-0.08,0.34,0.17,1.05,110.35,98.95
2908,0.13,0.34,0.17,1.37,122.6,98.9
2909,0.25,0.34,0.17,1.41,134.95,98.7
2910,0.17,0.34,0.17,1.18,159.8,98.45
2911,-0.12,0.34,0.17,0.97,140.2,98.5
2912,-0.3,0.49,0.26,0.87,114.6,98.85
2913,-0.26,1.58,1.2,0.9,128.85,99
2914,-0.34,4.26,3.65,0.95,155.05,99
2915,-0.52,8.61,7.38,0.88,170.8,99.05
2916,-0.55,15.77,12.72,0.79,139.35,99.2
2917,-0.3,28.66,20.34,0.73,131.7,99.25
2918,0.16,47.84,28.37,0.73,122.55,98.75
2919,0.6,63.74,34.23,0.63,111.4,97.3
2920,0.87,77.7,37.15,0.52,130.95,95.65
2921,1.08,94.75,39.06,0.51,153.05,94.4
2922,1.5,124.7,42.77,0.44,154.95,93.4
2923,2.36,161.45,44.96,0.39,146.85,90.85
2924,3.29,185.15,45.59,0.37,133.8,87.7
2925,3.92,208.55,48.12,0.43,128.3,86.1
2926,4.56,242.1,49.11,0.64,132.5,85.9
2927,5.05,268.55,50.25,0.75,135.85,84.4
2928,5.63,290.8,52.14,0.67,216.7,82.4
